-1.294613, -7.514205, 0.023686, 0.347046
-1.294267, -7.514197, 0.023686, 0.350043
-1.293917, -7.514189, 0.023686, 0.353044
-1.293564, -7.514181, 0.023687, 0.356045
-1.293208, -7.514172, 0.023687, 0.359044
-1.292848, -7.514164, 0.023687, 0.362052
-1.292486, -7.514155, 0.023687, 0.365048
-1.292120, -7.514146, 0.023687, 0.368059
-1.291751, -7.514138, 0.023687, 0.371068
-1.291380, -7.514129, 0.023687, 0.374066
-1.291007, -7.514120, 0.023687, 0.377056
-1.290629, -7.514111, 0.023687, 0.380067
-1.290248, -7.514102, 0.023688, 0.383079
-1.289868, -7.514093, 0.023688, 0.386054
-1.289482, -7.514084, 0.023688, 0.389051
-1.289093, -7.514075, 0.023688, 0.392057
-1.288701, -7.514065, 0.023688, 0.395057
-1.288315, -7.514056, 0.023688, 0.397985
-1.287899, -7.514046, 0.023688, 0.401126
-1.287505, -7.514037, 0.023688, 0.404072
-1.287101, -7.514027, 0.023688, 0.407074
-1.286696, -7.514018, 0.023689, 0.410058
-1.286286, -7.514008, 0.023689, 0.413056
-1.285873, -7.513998, 0.023689, 0.416056
-1.285458, -7.513989, 0.023689, 0.419047
-1.285039, -7.513979, 0.023689, 0.422051
-1.284617, -7.513969, 0.023689, 0.425051
-1.284191, -7.513959, 0.023689, 0.428059
-1.283761, -7.513948, 0.023689, 0.431072
-1.283332, -7.513938, 0.023690, 0.434059
-1.282894, -7.513928, 0.023690, 0.437087
-1.282460, -7.513918, 0.023690, 0.440069
-1.282022, -7.513907, 0.023690, 0.443055
-1.281579, -7.513897, 0.023690, 0.446058
-1.281148, -7.513886, 0.023690, 0.448952
-1.280678, -7.513875, 0.023690, 0.452096
-1.280238, -7.513865, 0.023690, 0.455018
-1.279774, -7.513854, 0.023691, 0.458076
-1.279316, -7.513843, 0.023691, 0.461074
-1.278858, -7.513832, 0.023691, 0.464058
-1.278394, -7.513821, 0.023691, 0.467055
-1.277924, -7.513810, 0.023691, 0.470076
-1.277458, -7.513799, 0.023691, 0.473053
-1.276983, -7.513788, 0.023691, 0.476069
-1.276510, -7.513777, 0.023692, 0.479050
-1.276030, -7.513765, 0.023692, 0.482056
-1.275546, -7.513754, 0.023692, 0.485068
-1.275058, -7.513742, 0.023692, 0.488089
-1.274568, -7.513731, 0.023692, 0.491098
-1.274080, -7.513719, 0.023692, 0.494080
-1.273589, -7.513707, 0.023692, 0.497065
-1.273092, -7.513696, 0.023693, 0.500067
-1.272588, -7.513684, 0.023693, 0.503086
-1.272085, -7.513672, 0.023693, 0.506085
-1.271581, -7.513660, 0.023693, 0.509075
-1.271075, -7.513648, 0.023693, 0.512059
-1.270563, -7.513636, 0.023693, 0.515061
-1.270046, -7.513623, 0.023694, 0.518073
-1.269525, -7.513611, 0.023694, 0.521088
-1.269010, -7.513599, 0.023694, 0.524058
-1.268486, -7.513586, 0.023694, 0.527057
-1.267958, -7.513574, 0.023694, 0.530063
-1.267430, -7.513561, 0.023694, 0.533053
-1.266894, -7.513549, 0.023694, 0.536067
-1.266359, -7.513536, 0.023694, 0.539066
-1.265819, -7.513523, 0.023694, 0.542070
-1.265279, -7.513510, 0.023694, 0.545061
-1.264734, -7.513497, 0.023694, 0.548060
-1.264181, -7.513484, 0.023694, 0.551089
-1.263628, -7.513471, 0.023694, 0.554098
-1.263080, -7.513458, 0.023695, 0.557068
-1.262525, -7.513445, 0.023695, 0.560059
-1.261965, -7.513432, 0.023695, 0.563057
-1.261402, -7.513418, 0.023695, 0.566056
-1.260837, -7.513405, 0.023695, 0.569054
-1.260267, -7.513392, 0.023695, 0.572061
-1.259695, -7.513378, 0.023695, 0.575058
-1.259121, -7.513364, 0.023695, 0.578053
-1.258544, -7.513351, 0.023695, 0.581052
-1.257962, -7.513337, 0.023695, 0.584053
-1.257377, -7.513323, 0.023696, 0.587062
-1.256787, -7.513309, 0.023696, 0.590079
-1.256201, -7.513295, 0.023696, 0.593059
-1.255608, -7.513281, 0.023696, 0.596060
-1.255013, -7.513267, 0.023696, 0.599052
-1.254413, -7.513253, 0.023696, 0.602061
-1.253811, -7.513238, 0.023696, 0.605058
-1.253200, -7.513224, 0.023696, 0.608090
-1.252595, -7.513209, 0.023697, 0.611075
-1.251987, -7.513195, 0.023697, 0.614062
-1.251375, -7.513181, 0.023697, 0.617051
-1.250759, -7.513166, 0.023697, 0.620050
-1.250138, -7.513151, 0.023697, 0.623053
-1.249513, -7.513136, 0.023697, 0.626062
-1.248888, -7.513121, 0.023697, 0.629059
-1.248258, -7.513107, 0.023698, 0.632063
-1.247628, -7.513092, 0.023698, 0.635056
-1.246994, -7.513077, 0.023698, 0.638053
-1.246356, -7.513061, 0.023698, 0.641051
-1.245713, -7.513046, 0.023698, 0.644061
-1.245070, -7.513031, 0.023698, 0.647056
-1.244423, -7.513016, 0.023699, 0.650056
-1.243769, -7.513000, 0.023699, 0.653076
-1.243121, -7.512985, 0.023699, 0.656053
-1.242461, -7.512969, 0.023699, 0.659074
-1.241804, -7.512953, 0.023699, 0.662064
-1.241144, -7.512938, 0.023699, 0.665058
-1.240479, -7.512922, 0.023700, 0.668055
-1.239810, -7.512906, 0.023700, 0.671064
-1.239141, -7.512890, 0.023700, 0.674053
-1.238468, -7.512874, 0.023700, 0.677049
-1.237789, -7.512858, 0.023700, 0.680059
-1.237110, -7.512842, 0.023700, 0.683054
-1.236428, -7.512826, 0.023701, 0.686054
-1.235743, -7.512809, 0.023701, 0.689049
-1.235053, -7.512793, 0.023701, 0.692055
-1.234361, -7.512777, 0.023701, 0.695054
-1.233665, -7.512760, 0.023701, 0.698060
-1.232968, -7.512744, 0.023702, 0.701057
-1.232263, -7.512727, 0.023702, 0.704073
-1.231553, -7.512710, 0.023702, 0.707101
-1.230850, -7.512693, 0.023702, 0.710083
-1.230145, -7.512676, 0.023702, 0.713063
-1.229432, -7.512660, 0.023703, 0.716062
-1.228717, -7.512643, 0.023703, 0.719061
-1.227994, -7.512625, 0.023703, 0.722077
-1.227276, -7.512608, 0.023703, 0.725058
-1.226552, -7.512591, 0.023703, 0.728057
-1.225821, -7.512574, 0.023704, 0.731068
-1.225091, -7.512556, 0.023704, 0.734065
-1.224359, -7.512539, 0.023704, 0.737059
-1.223621, -7.512522, 0.023704, 0.740061
-1.222880, -7.512504, 0.023704, 0.743068
-1.222130, -7.512486, 0.023704, 0.746098
-1.221390, -7.512469, 0.023705, 0.749072
-1.220636, -7.512451, 0.023705, 0.752093
-1.219891, -7.512433, 0.023705, 0.755066
-1.219128, -7.512415, 0.023705, 0.758100
-1.218381, -7.512397, 0.023706, 0.761056
-1.217617, -7.512379, 0.023706, 0.764068
-1.216854, -7.512361, 0.023706, 0.767063
-1.216087, -7.512343, 0.023706, 0.770066
-1.215318, -7.512324, 0.023706, 0.773063
-1.214544, -7.512306, 0.023707, 0.776067
-1.213765, -7.512287, 0.023707, 0.779077
-1.212993, -7.512269, 0.023707, 0.782052
-1.212209, -7.512250, 0.023707, 0.785060
-1.211423, -7.512232, 0.023707, 0.788063
-1.210636, -7.512213, 0.023708, 0.791061
-1.209844, -7.512194, 0.023708, 0.794066
-1.209050, -7.512175, 0.023708, 0.797065
-1.208250, -7.512156, 0.023708, 0.800078
-1.207443, -7.512137, 0.023708, 0.803105
-1.206603, -7.512117, 0.023709, 0.806245
-1.205837, -7.512099, 0.023709, 0.809096
-1.205037, -7.512080, 0.023709, 0.812063
-1.204227, -7.512061, 0.023709, 0.815056
-1.203412, -7.512041, 0.023710, 0.818056
-1.202594, -7.512022, 0.023710, 0.821056
